id,split,text,text_clean,label,label_name,n_words,n_chars,has_negation
train_000470,train,i am going to clean the slate by unilaterally forgiving those i feel have wronged me or someone i love intentionally or through carelessness so that i thereby in time can forget the perceived insults and abuses,i am going to clean the slate by unilaterally forgiving those i feel have wronged me or someone i love intentionally or through carelessness so that i thereby in time can forget the perceived insults and abuses,3,anger,37,210,0
train_000471,train,i feel like each year i teach i get more passionate about my job find more love for my kids and want to try even harder,i feel like each year i teach i get more passionate about my job find more love for my kids and want to try even harder,2,love,26,119,0
train_000472,train,im not one of those people who can bury all their feelings and anger just in a second giving out a sweet smile even when in pain and anger,im not one of those people who can bury all their feelings and anger just in a second giving out a sweet smile even when in pain and anger,2,love,29,138,1
train_000473,train,i knew it was the holy spirit at work plus it feels divine in the gooooood way like a massage reassuring me,i knew it was the holy spirit at work plus it feels divine in the good way like a massage reassuring me,1,joy,22,107,0
train_000474,train,i feel as though ive reached a point in my career where im highly respected there,i feel as though ive reached a point in my career where im highly respected there,1,joy,16,81,0
train_000475,train,i make light of it but sometimes i feel really awkward in small groups and in one on one conversations,i make light of it but sometimes i feel really awkward in small groups and in one on one conversations,0,sadness,20,102,0
train_000476,train,ive had a lot of good days where i feel fabulous and have lots of energy but lately ive also had some bad days where i feel gigantic and slow and clumsy,ive had a lot of good days where i feel fabulous and have lots of energy but lately ive also had some bad days where i feel gigantic and slow and clumsy,1,joy,32,152,0
train_000477,train,i also feel like if google hated seo we d know it,i also feel like if google hated seo we d know it,0,sadness,12,49,0
train_000478,train,i didnt get a wink of sleep that night and continued feeling not so fabulous the next morning,i didnt get a wink of sleep that night and continued feeling not so fabulous the next morning,1,joy,18,93,1
train_000479,train,i feel like you feel this is a mistake but time is fucked up sleep won t take,i feel like you feel this is a mistake but time is fucked up sleep won t take,3,anger,18,77,0
train_000480,train,i love sliding down on a nice big throbbing cock and feeling what my gorgeous body does to a man,i love sliding down on a nice big throbbing cock and feeling what my gorgeous body does to a man,1,joy,20,96,0
train_000481,train,i found myself in the novel position of feeling a bit uncertain about the stock market rally,i found myself in the novel position of feeling a bit uncertain about the stock market rally,4,fear,17,92,0
train_000482,train,i feel like she s judging me and he s not here and i don t want to seem like the needy girl so i don t know,i feel like she s judging me and he s not here and i don t want to seem like the needy girl so i don t know,0,sadness,28,107,1
train_000483,train,im definitely feeling festive,im definitely feeling festive,1,joy,4,29,0
train_000484,train,i feel burdened by her presence,i feel burdened by her presence,0,sadness,6,31,0
train_000485,train,i still feel a little dazed and have that sort of disbelieving feeling of oh my god,i still feel a little dazed and have that sort of disbelieving feeling of oh my god,5,surprise,17,83,0
train_000486,train,i am feeling super excited as the weeks seem to be flying by and we are getting closer and closer to our due date,i am feeling super excited as the weeks seem to be flying by and we are getting closer and closer to our due date,1,joy,24,113,0
train_000487,train,i have turned that page i feel like there is no way of getting back my irresponcible years of carefree college,i have turned that page i feel like there is no way of getting back my irresponcible years of carefree college,1,joy,21,110,1
train_000488,train,i have a few favourites of my own but the choice of book is up to you or you can have a dvd if you are us or uk im feeling generous so the limit is up to which is about something like that,i have a few favourites of my own but the choice of book is up to you or you can have a dvd if you are us or uk im feeling generous so the limit is up to which is about something like that,2,love,44,188,0
